"","text","emotion","polarity"
"1","perfecfor every reason. dogs allowed room for friends andhe kids if you wanted. private yevery closeo everything. scois onhe ball very quick responseo our inquiry saved our holiday wantedo stay longer!! gemaryo show you howhe dryer works we couldn'figure ioubui'm blaming my wife or maybe...","unknown","neutral"
"2","i loved staying here,he place iswo stories and perfectly appointed. there is so much room and everything has beenhoughofo make your stay enjoyable. nothing isoo muchrouble forhe owner, and he responds quicklyo emails. forhe price per night, i have never had beer value for money, and i am wellravelled.","surprise","positive"
"3","i loved staying here,he place iswo stories and perfectly appointed. there is so much room and everything has beenhoughofo make your stay enjoyable. nothing isoo muchrouble forhe owner, and he responds quicklyo emails. forhe price per night, i have never had beer value for money, and i am wellravelled.","surprise","positive"
"4","retired i, my wife and our female cousin adored our six days. more a boutique hotelhan a holiday let; each morning, starting with our personal sunrise we enjoyedhe stunning views fromhe cliffop wherehe ocean offered a fresh interesevery momen- including large and small boats and sighting of dolphins andhe adjacenislands. here you can stumbleohe pebble beach immediately beneath or find an excellensandy beach jusaroundhe corner. russell is a decenwalk bushordrive away. our hosts maureen and ron were unobtrusive bunothing wasoo muchrouble proving very supportive particularly helpingo fix up ongoingravel arrangements and we lefgood friends. the property is beautiful, comfortable andotally flexible - either aswo separate apartments or as one spacious dwelling forhehree of us; iwould be difficulo find a beer stay.","joy","positive"
"5","beautiful location of bay of islands!! even caugha couple of handy size snappers ouonheir beach,, had for dinner!! plenty of highlights here!!","unknown","positive"
"6","cindy and al were such lovely hosand with such an amazing propertyoo! the gardens can only be described as aropical paradise,he views were amazing and insidehere was everything you could possibly need. would absolutely recommend!","surprise","positive"
"7","we, a group of , stayed atapeka del mar over  nights whilsfishing inhe bay of islands. we were mehere by clive who had some cold beer on ice and small snacks which were moswelcome afterhe four hour drive from auckland. we were shown aroundhe house and all its offerings in a shororientation. the house is very clean and well equipped with everything you need. the outdoor deck, modern audio/visual equipmenwith reasonable wifi was also great. the beds were very comfortable and being ableo spread ou(some snorers) was a bonus. the absolute beach frontage was fantastic with use ofhe beach on several occasions. outdoor equipmenwith kayaks, whilsnoutilized, is available. clive provided us with local information aboucafes, restauranand aractions. would definitely recommend.","joy","positive"
"8","clive,whaishereo say! the property is amazing. clean, perfeclocation and incredible views and accesso russell. wehoroughly enjoyed our stay. simply cannowaio return in . amazing place forhose reviewing, clive is greaandhe property is tops! ta clive....chrisusa","surprise","positive"
"9","my family and i stayed atapeka del mar for  nights in november . afterouring both south and north islands for a month,his was our lasstop in new zealand beforeravelling back homeohe uk. i bookedhe property by contactinghe ownerhroughhe website. clive was really friendly and prompwith his communication and very accommodating with regardo paymenand our booking.we drove from rotorua (hrs) and arrived late anight. shortly after our arrival, clive calledo make sure we had arrived safely andhaeverything was in order - a really niceouch. the house is located jusoutside russell, along windy roads (look oufor kiwi) and is seliterally a stoneshrow from a beautiful beach and cove,ohe poinialmosfeels ashough iis your own private bay. the house has so many rooms, iwould be perfecfor a large family holiday. the living/dining area is open plan and has windowshastretchhe full length ofhe house giving you plenty of light. outside,here is a large decking area, supplied with comfy chairs and a lawnhaslopesohe beach. one of our mosfavourite memories was during breakfasand watching our son run offhe decking and chasehe gulls whilswearing his pyjamas!the house is incredibly well stocked...kayaks, fishing rods, bbq, numerous beds and a complete stereo/music system which plays outsideoo!during our stay we were blessed with amazing weather which meanmany days spenonhe beach and inhe kayaks. i even usedhe fishing rod and caugha fish (a porai) jusoffhe big rock (tohe lefofhe property) and cooked ifor my family onhe bbq. our  nights inhe bay of islands felmore like its own separate holidayhan parof our new zealandour.the house was more expensivehan everything else we paid for inerms of accommodation during our stay in new zealand, buiwas worth every penny. if we didn'live inhe uk, i would be back every year! iwas quite possibly,he bes day 'mini-break' we have ever had.","joy","positive"
"10","was so lovely, didnneedo go anywhere. enjoyedhe beachhe kayaks , water was warm and so safeo swimhanks for a lovely weekend","joy","positive"
