"","text","emotion","polarity"
"1","greaplaceo stay,he hosare jusfantastic and so helpful. asko seehe carriage collection andhe old cars; you are in for areat. we stayed  nightshere and i could stay even longer. i have no hesitation whatsoevero recommendhis place.","unknown","positive"
"2","terry describes his cabin accurately. iis fully solar-powered and opens uphrough a retractable garage doorohe environment. iis well-equipped: in additiono kitchen gadgets and cookware,here are games and puzzles, books, even a bird calling whistle, as well as bug spray. you drive on unpavedrack abou yardshrough busho gehere: pukeko and quail greeyou!. there is no concern abouprivacy when you walk back downherackohe outdoor bathtub - with lots of howater, bubble bath and aub pillow and, besof all, a harbor view. we were disappointed only withhe unusually rainy weather which kepus from doing expected water activities (though apparently a kayak was waiting for us only a drive downohe harbor), buwe usedheime well, driving all aroundhe northland from mangonuio cape reinga on dayrips. terry also offers greaadvice on nearby restaurants.","joy","neutral"
"3","amazing views ofhe harbour! spen nights inhis idyllic hideaway. thank youo ourwonderful hosts judy and shaun for your hospitality. very well equipped clean accommodation with comfortable bed. private, relaxing sun deck and pool. greachoice of breakfassupplies and lilereats every day!","anger","positive"
"4","amazing placeo spend a few weeks. idyllic location, on a hill overlookinghe bay. every room hashe same fabulous view and wide doors opening ouontohe upper or lowererrace. clean and comfortable. the houb inhe garden is a good bonus. much appreciated! the detailed information senbyhe owner on booking was very detailed andotally accurate and helpful. any queries or requests we had when staying were dealwith promptly and satisfactorily.highly recommended.","joy","positive"
"5","i loved staying here,he place iswo stories and perfectly appointed. there is so much room and everything has beenhoughofo make your stay enjoyable. nothing isoo muchrouble forhe owner, and he responds quicklyo emails. forhe price per night, i have never had beer value for money, and i am wellravelled.","surprise","positive"
"6","i loved staying here,he place iswo stories and perfectly appointed. there is so much room and everything has beenhoughofo make your stay enjoyable. nothing isoo muchrouble forhe owner, and he responds quicklyo emails. forhe price per night, i have never had beer value for money, and i am wellravelled.","surprise","positive"
"7","this is nohe mosmodern of accommodation buiis one ofhe moscomfortable withhe mosmagnificenof views. we were made moswelcome by maureen and ron who live on site in a separate house. although on sitehey were nointrusive buwerehereo help when we asked.russell is well supplied with good restaurants, we ate in several in our  day stay. we arrived after dark, a  hour drive from auckland, and nexmorninghe sunrise andhe view was spectacular from every room. we saw many boats stoppingo watchhe dolphins and wenon a  hour cruiseo seehe dolphins, gohroughhe hole inhe rock and land on one ofhe islands amaureen's recommendation. we spenmany hours relaxing and juswatchinghe view aotally relaxing break.","joy","neutral"
"8","the location is good. cleverly created space overhe garage/boatshed. and whawe saw ofhe garden looked inviting. buhis is noa place we would wano stay again. we lefafter one nighhaving paid for . the septicank sends urine smells intohe back ofhe loft, unless you closehe window. judging byheir smell,he pillows are stillhe original. the kitchenee is less well equippedhanhe average en suite in nz hotels. eg no bread knife,oaster, and greasy cooking utensils and plates. there are no blinds forhe skylighwindows, so bad luck if you wantedo sleep much beyond sunrise and have forgoen your airline sleep mask. this could easily be kepaa ‘perfectly fine’ standard. bui am afraidhacurrently iis noas portrayed and ioffers very poor value for money.","sadness","neutral"
"9","i had family visiting fromhe uk so wantedoakehemo russell, we sawhe pictures ofhis bach online, and ihad everything we needed for  people.the place is amazing, views were outstanding.my only negative would behafor five stars i didn'hink ilived uptohat.iwasn'cleanedo a five star rating,heoileseawas broke inhe main bathroom and dirty andhere was mould onhe curtains andhere was an abundance of flies, some ofhe rooms did smell abimuskyoo. buiriedo look pashis while i washere because iwas abouspendingime with my family and i do recognizehaiis a well used bach, lots of visitors passinghrough.jushink maybe i would give a star for cleanliness. star for location, house and view. ashere were samples of roomo roam abouin.thanks","surprise","neutral"
"10","tapeka del mar is really an amazing house in a perfeclocation. the big, comfortable living space opens righopeno an enormous deck overlookinghe beach andhe sea with a beatiful view ofhe sunseeach night. there’s plenty of room for a big family or even a few families, andhe house has everything you needo enjoyhis wonderful lile neighborhood jusoutside of russell. we had an amazingime and our hoswas awesome!","surprise","positive"
