"","text","emotion","polarity"
"1","thanks alex for guiding us! iwas such an amazingrip. sailing was very successful and we really enjoyedhe lile penguin inhe cave!","unknown","neutral"
"2","the staff here are allop notch,hey really madehe experience! friendly, relaxed bualso really switched on. they also had a load of greastories abouhe abel tasman area which wereold withhe expertise of a seasoned storyteller.the kayaking itself was great,hey had allhe righequipmen(including kayak skirtso reduce how weyou would get). highly recommend, beskayakour in kaiteriteri!!","joy","positive"
"3","had an awesome morning onhe water with our guides luke and shaq. in fachese guys madeherip for us, greahumour, service and stories abouhe dutchman abel tasman and local maori stories and facts. as a kiwi who has seen mosof our country and work inourism i was super impressed inhe operation and would highly recommendhe kayaking if you are inhis area.","unknown","positive"
"4","rented for  hours. a biexpensive ( nzd per person forwo hours). good security briefing. nice placeo go kayaking!","joy","positive"
"5","thanks hayley and mitchell, my family and i really enjoyed our kayakripo spliapple rock and allhe stories alonghe way! iwas an awesome day :)","unknown","negative"
"6","me and my partner had a lovely morning kayaking with our tour guide paige! the sun was out,he water was beautiful andhe picnic break onhe beach was super fun as well as looking inhe caves. definitely recommend.","unknown","positive"
"7","my husband, daughter and i didhe kayak, seals, and cruise adventure and iwas well worthhe money. our kayak guide, john, is every bias good as allhe prior reviewers say: professional, fun, interesting and excellenahis job. he madehe experience really enjoyable for us all--evenhough we we had differenlevels of expertise. after kayaking weookhe boao anchorage beach and did an easy hikeo a secluded bay, which was gorgeous. highly recommend. thanks john!","joy","positive"
"8","my wife and iookhe hearofhe parkour which is a full dayour focused in hiking and kayaking. john from canada was a greaguide - very informative and personable. overallherip was enjoyable and well done, bui found ivery inefficient. theour lasted approximately  hours (: -:) buhe hiking and kayaking only lasted  hours ( hour hiking;  hours kayaking). seemed likehey could have easily increasedhe hikingime with a lile beer planning which would have resulted in a beer value.","unknown","positive"
"9","greaservice! we were shoronime for our stay andhey arranged so we could starour kayaking earlierhanheir regular hours so we could be back inime for our connecting bus. greaplaceo kayak! :)","unknown","positive"
"10","we had a fabulous afternoon kayakrip from kaiteriterio spliapple rock with our  and  year old daughters. theide meanwe goo manoevrehrough a cave alonghe way. john was an amazing guide and was very knowledgeable with local legends, history and wildlife. coffee and apple slices onhe beach was a hit. we hope john wears his kiwi-tie-dyed-socks with pride. merci. kia ora.","joy","neutral"
