"","text","emotion","polarity"
"1","greaday ouo enjoyhe abel tasman national park area. we startedhe day with a sea kayakripo spliapple rock whichakes abou hours return. as novice kayakers we were rather nervous buour guide luke was greaareassuring us and helping ushroughouherip. on our return we were directedohe sea shuleoake a scenic cruise upo anchorage where we saw seals en route. we had a couple of hours aanchorageo explorehe area andhen gohe sea shule backo kaiteriteri beach. brillianday!","unknown","negative"
"2","a very well organized and wonderful day. i highly recommendhisrip for anyone who has neverried a sea kayak.","surprise","positive"
"3","as i only hadhe morning available i didhe spliapplerip. therip was very informative with coffee onhe beach andimeo swim ouo spliapple before heading backhroughhe caves. excellent.","unknown","positive"
"4","really easy booking system. very accommodating and answered questions quickly via email. our guides (mark and marcus) were patienwithhe kids andoldhem stories and entertainedhem onherip which madehe whole experience enjoyable for everyone. we can⊙waio go back and do a longerrip whenhe kids are older.","unknown","positive"
"5","thanks paige forhe fabulous kayaking dayhawe could spenwith you!!! ihas been an amazing experience and we have no doubts abourepeating if we ever havehe chanceo come back!","surprise","positive"
"6","didhe morning spliapple rock guided paddle. iwas definitelyhe highlighof myime inhe abel tasman park, particularly because of our canadian guide john who was fantastic, amusing and informative. he expertly guided us intoidal lagoons and caves as well as aroundhe spliapple rock. i had a greaime and wouldhoroughly recommendhiso others - ihink you gemuch more ouof a guided paddlehan free-paddling alone.","surprise","positive"
"7","our guide onhisour was john (ex canada) who madehisrip one of our main highlights on our south islandrip! fantastic day, john made sure we were all comfortable and confidenin whawe did. couldn'have asked for beer weather, will hold good memories for yearso come. thank you john and keep uphe good work greavalue forhe money!!","joy","positive"
"8","we had a greaour with our  kids aged ,  and . we started with a good overview ofherip and a safety brief before heading off for a leisurely kayak. john was a greahosand knowledgeable enough abouhe areao make ian interestingrip. we stopped ahe beach aspliapple rock for a biscuiand a resand a look aroundhe caves before heading back.we didhe half dayour and i would recommend french-canadian john as your guide.","joy","positive"
"9","if i could sum up my experience in one word iwould be 'magical'! with massive gratitudeo our wonderful guide, lucy, weook more ouof ourripo spliapple rockhan we had ever expected. if i wereo recommendhisripo anyone i would definitely ask for lucy ashe guide. keep uphe awesome service!","surprise","positive"
"10","good service, excellenequipment. would recommend jushiring a kayak forhe half day ratherhanheour option if i was going again.","joy","positive"
"11","my husband and i only hadime forhe half dayripo spliapple rock, i would have lovedo do one ofhe all day options, buhe half day was still aon of fun. iwas a gorgeous areao visit. our guide, natalie, was super nice and informative abouhe area.","unknown","neutral"
"12","i registered forhe tonga islandrip, buwhen i arrived, i wasoldhai would beakinghe cheese royal (or something likehat) instead dueo a cancellation. no onehougho call me before iookhe one hour busripohe kayaking centero give me a chanceo re-book with another group, so i was stuck. i guess it'she curse ofhe soloraveler, bui jusfellikehe staff didn'really care. they already had my money, $ nzd (althoughhey did refundhe $ difference).the guide was great, buijuswasn'a grearip for me --hey switched myrip ahe lasminute,hey messed up my catered lunch order (which i had asked aboualeasimes before we lefo make sure iwas vegan --hey assured me iwas buiwas a measandwich withoucheese so i ate a banana), andhey paired me with a womanwice my size who did noknow howo paddle (when she paddled alone we did nomove). the wateraxi did bring me some sugar snacks and fruit, buhere was noimeo eaiand iwasn'exactly an energizing meal, especially when you arehe one kayaking for .ihink icould have been a lobeer, and iappearedo be greaforhe other people in my group, bunofor me. iwas disappointing forhe amounpaid.","joy","neutral"
"13","whaa wonderful surpriseo end up inhis beautiful seing plus a campground righacross fromhe beach for our camper vano watchhe sun come up and seacrosshe tasman bay. waka able tasmanook us on a fabulous adventure righfromhe beach which i highly recommend, arip of a lifetime with le-anne.","surprise","positive"
