"","text","emotion","polarity"
"1","the crafshop has an excellenrange of giftshaare uniqueohe far north, manufactured fromhe swamp kauri recovered fromhe local farmlands. there are also some excellensculptures and artefacts on show, which would look fabulous inhe righseing, althoughhe price & size ofhese would limihe pool of buyers.","unknown","negative"
"2","the new owners haveurnedhis place around. the food is excellent, i hadhe quiche, iwas superb. the staff are all very friendly and welcoming. after my fantastic lunch i had a browse aroundhe retail area. the ancienkauri staircase was phenomenal, and iwas amazingo see such beautiful carvings and items for sale - i learna loabouhe native mČori culture during my visit. a young saleswoman helped me findhe perfecgiffor my husband - she was friendly, helpful and an excellenrepresentation of an excellenestablishment.","joy","positive"
"3","tsunamis have leveledhe far north inhe past, burying kauri forests. some ofhose ancienrees haven'decayed, are retrieved, and usedo manufacture works of art. these objects have a wonderful history. i would have enjoyed seeing more wooden bowls, buour son purchased ancienkauri wooden chopsticks for a very reasonable price.","surprise","positive"
"4","ourour guide stopped here for uso perusehroughhis store. i was amazed byhe many wood products. some were quite expensive, others were more affordable. they had some huge wooden statues. we bougha wooden frame and a bookmark, as a souvenir of new zealand.allhese wooden products come from ancienkauri woodshaare found inhe swamps inhe northland of new zealand. mosofhem were buriedhere forhousands of years.they guarantee all ofheir productshe age, quality, authenticity and workmanship and naturally for being manufactured in new zealand.we were amazed byhe huge wooden staircase, all carved from a very old kauri stumphahado be dragged ouofhe swamps andransportedohe location ofhis store. i have no idea howheyransported it, as iwas ons,he largesswamp kauri log ever found.whenryingo extrachisree in one piece, isnappedhe  winch ropes (they could sustain ons each!). they had no choice buo cuons off and pullhaone oufirst. the remainder ons was pulled ouafterwards. they were ableo cua ons sectionournhis section into a staircase.carvinghis monstrosityook a loof efforand a loof sweating! firshey hado pour a half meterhick reinforced concrete pad,o keephe log upright. iook  hourso carvehe staircase with a chainsaw. quite impressive, don⊙youhink!","surprise","positive"
"5","the crafshop has an excellenrange of giftshaare uniqueohe far north, manufactured fromhe swamp kauri recovered fromhe local farmlands. there are also some excellensculptures and artefacts on show, which would look fabulous inhe righseing, althoughhe price & size ofhese would limihe pool of buyers.","unknown","negative"
"6","the new owners haveurnedhis place around. the food is excellent, i hadhe quiche, iwas superb. the staff are all very friendly and welcoming. after my fantastic lunch i had a browse aroundhe retail area. the ancienkauri staircase was phenomenal, and iwas amazingo see such beautiful carvings and items for sale - i learna loabouhe native mČori culture during my visit. a young saleswoman helped me findhe perfecgiffor my husband - she was friendly, helpful and an excellenrepresentation of an excellenestablishment.","joy","positive"
"7","tsunamis have leveledhe far north inhe past, burying kauri forests. some ofhose ancienrees haven'decayed, are retrieved, and usedo manufacture works of art. these objects have a wonderful history. i would have enjoyed seeing more wooden bowls, buour son purchased ancienkauri wooden chopsticks for a very reasonable price.","surprise","positive"
"8","ourour guide stopped here for uso perusehroughhis store. i was amazed byhe many wood products. some were quite expensive, others were more affordable. they had some huge wooden statues. we bougha wooden frame and a bookmark, as a souvenir of new zealand.allhese wooden products come from ancienkauri woodshaare found inhe swamps inhe northland of new zealand. mosofhem were buriedhere forhousands of years.they guarantee all ofheir productshe age, quality, authenticity and workmanship and naturally for being manufactured in new zealand.we were amazed byhe huge wooden staircase, all carved from a very old kauri stumphahado be dragged ouofhe swamps andransportedohe location ofhis store. i have no idea howheyransported it, as iwas ons,he largesswamp kauri log ever found.whenryingo extrachisree in one piece, isnappedhe  winch ropes (they could sustain ons each!). they had no choice buo cuons off and pullhaone oufirst. the remainder ons was pulled ouafterwards. they were ableo cua ons sectionournhis section into a staircase.carvinghis monstrosityook a loof efforand a loof sweating! firshey hado pour a half meterhick reinforced concrete pad,o keephe log upright. iook  hourso carvehe staircase with a chainsaw. quite impressive, don⊙youhink!","surprise","positive"
"9","i having beenaking my family and friendso malcolm and robyn's beautiful retreain henderson bay for many years. whether its fishing with mates or relaxing with loved oneshis is onehe greatesparts ofhe nz. the hospitality is secondo none andhey are always so welcoming. all ofhe property and equipmenis well maintained with a greaguide.a home away from home,wo greapeople i would always recommend !","unknown","positive"
"10","while holidaying inhe far north weook a friends recommendation and booked a half day snapper fishing charter with rob. the 'half day' became  hours and we fellike we had a friend for life! a superb small boacharteraking a max of  passengers, expertlyailoredohe sea conditions and our requirements. we lefhe boawith several beautiful snapper, having returned some ofhe +kg onesohe sea. highly recommended and legendary status confirmed!!","joy","positive"
"11","immediately on meeting rob parker ahe wharf a am we were very impressed withhe professional wayhis charter is run. we spena memorable day with rob and ended up with some seriously big snapper inhe boat. rob's knowledge with fishing for big snapper was impressive and he didn'disappoinwith his results. i wouldhoroughly recommend houhora fishing charters if you are into serious fishing and learning.","unknown","neutral"
"12","village arts always has interesting exhibitions, usually with a hokianga flavour. i had a fabulous visiyesterdayo seehe wonderful exhibition of work by toi te rito maihi, made allhe beerhawhile i washere toi herself arrived. we had a greaalk, and i much enjoyedhe chanceo seehe range of her work over many years, as well as whashe is making currently. do go seehis exhibition of work byhis amazing livingreasure.","surprise","positive"
"13","much easierhen driving righaround,he quick  minuterip gous overohe other sideo carry on our journey up north. only $ for our wd, driver and passenger.","unknown","positive"
"14","it's homemade, and iiso die for. the owner is a fantastic fellow, gave some greaips when visitinghe northlands (the wife was inhe kitchen, inhe back).","surprise","positive"
