"","text","emotion","polarity"
"1","usedo be a nice placeo stop and visiand have a coffee, unfortunately inow seemso be jusaourisrap for non-stop coach loads of visitors inhe summer. café service is rather messy and disorganisedo sayhe least, and unableo cope withhe numbers...","surprise","negative"
"2","we visited jusafter pm andrustedhe tripadvisor closingime of pm - iwas already closed! beso call aheado be sure, we were visiting in shoulder season i guess.","surprise","neutral"
"3","this is a mussee. if youhink its jusanother ""wood"" place you are wrong. take a walkhrough an old gumdiggers camp and see howhey lived and worked harvestinghe buriedreasures.my visiwas parofhe dune rider experience.","unknown","neutral"
"4","place very interestingo knowhe work of gumdiggers. pleasanwalk. we stay h. howeverhe price isoo high.","anger","positive"
"5","usedo be a nice placeo stop and visiand have a coffee, unfortunately inow seemso be jusaourisrap for non-stop coach loads of visitors inhe summer. café service is rather messy and disorganisedo sayhe least, and unableo cope withhe numbers...","surprise","negative"
"6","accesso view parengarenga harbour is limited which in itself is both a challenge and its saving grace from an environmental perspective. finding a meanso explorehis incredible parof new zealand was made possiblehrough malcolm's quad bikeours (henderson bay rentals) and whaa satisfying experience was had, regardless of changing weather conditions. the day includes driving uphe expansive beach of greaexpedition bay, accessinghe inside ofhe harbour, viewinghe habitaand feeding grounds of canadian geese,opped off by a fabulous outdoor lunch. this adventure is a musfor geing closeohe hearof new zealand's diverse scenery.","joy","positive"
"7","we spena wonderful morningogether with malcolm onhe quad bike exploring  miles beach. i highly recommendhis activity while visiting nz. perfecfor couples, families and everyone who's looking for a fun adventure.","surprise","neutral"
"8","my wife and i had a greaimeakinghe guided quad bikeour overhe white sands ofhe greaexhibition bayo parengarenga harbour. no peoplehere, it's unspoiled nature with lots of sea birds. i can recommendhiso anybody visitinghe far north on a sunny day if it's in your budget; it's nocheap. onehing i regreis noaking more photos.after you're back fromherip i can recommend a visio henderson bay with it's coloured sands, jusa few minutes drive downhe road from henderson bay rentals.","joy","positive"
"9","i recently hadhe pleasure of experiencing greaexhibition bay andhe pawarengarenga harbour with malcolm ramsay and henderson bay seatoys. weravelled by quad bike ouover farm land ashere is no public accessohis beautiful beach. up inhe sand dunes and alonghe white sands was jusamazing. sighting north cape inhe distance and riding aroundhe head ofhe harbour was spectacular. nomany havehe opportunityo seehis beautiful parof new zealand and iis lovelyo be remindedhawe still have such remote relatively untouched beaches inhis country. malcolm is one ofhe besour guides i have met. greahospitality and very knowledgeable ofhe area and his quad bikes. i can norecommendhis experience enougho see aruly spectacular parof new zealand. a unique experience.","unknown","positive"
"10","i hadhe pleasure of going on one of malcolms quad bikeours on  mile beach late in  and have also hadhe pleasure of extending many referrals his way since, all of which have given rave reviews backo me.theour i did began amalcolms property inhe forestry area where we were ableo practice onhe quad bikes and gefamiliar withhe setup. i was an experienced quad biker buhisime allows forhosehaare noas confidenor less experiencedo geacquainted withheir machinery.we lefhe property and headed along forestryracks, experiencinghe sheltered areas ofhehick foreshahad noyebeen harvested. we searched forhe wild horses buwere unableo find any onhis occasion (i was later ableo seehem fromhe air on a heliour ofhe same area -hey arehere!). once we had made ihroughhe foreswe came ouonto  mile beach wherehere is perfecwhite sand andhe waves ofhe tasman sea crashing righbeside us as we rode along.weravelled along  mile beach for a while before we cameo a resstop for some refreshments provided by malcolm. as allhe people in our group were a lile more experiened, we were ableo have a play inhe sand dunes onhe bikes onhe way back which was fun.theour lasted for around . hours and i could have easily stayed ouhere all day. although istarted raining aone poiniwas still lots of fun andhe scenery was breathtaking.malcolm is a fantastic guide and greao deal with. he knows every inch of  mile beach and has lots of differenstoriesoell as well. i would nohesitate in recommending him and hisours.","surprise","neutral"
