"","text","emotion","polarity"
"1","they are always nice and provide a good service. ienjoyhe pieshoughhey do needo make a few more beacon, steak and mushroom pies ashese are popular. the views are nice andhe atmosphere is pleasant. i come here regularly andhey know me, which is appreciated.","joy","positive"
"2","stopped here for lunch and were pleasantly surprised. the food was good. i had a pie and a long cream donut. the coffee was greaand so was my wife⊙s.","joy","positive"
"3","we stopped here for brunch onhe wayhough. glad we did. we had between us a pie, mince onoaswith poached eggs, blueberry muffin & raspberry & cream cheese muffin. can'faulhe food, iwas all good. we enjoyed our coffeesoo. nice garden area outsideo ea& greafriendly service. will be back again if passinghrough.","joy","positive"
"4","i stopped byoake a break and eat. i had a pie and a mochachino - overallhe place was ok, could have done with a good cleano makehe place look beer, price ok, average placeo eat.","joy","neutral"
"5","very spacious café which was a bidesolate onhe day we werehere, friendly buslightly erratic service. we had lasagna ofhe day and bacon & eggs, iook a whileo geit, buboth were really good andhe coffeeoo. the lovely kauri woodwork all around should nobe missed.","joy","positive"
"6","fellike a curry ,heardhis was our local,so decidedoryyum,yum,yum ,very helpful and friendly staff ,even gave me a pole of extra chilli if mild curry needed a bimore spice...ididn', perfecclean andidy, i'll be back and canhoroughly recommend,nobad for a weeown with a big heart!","joy","positive"
"7","while indian is nomy preferred meal, i do enjoyhe food aspice grill. the staff are friendly andhe food is delicious. i am also impressed withhe ratio of meaohe dish. too often i have had indian curries aother restaurants and hado struggleo findhe meat. noahe spice grill. very impressed.","joy","neutral"
"8","always an enjoyable experience eating ahe spice grill. the meals are full of meanoall gravy which you often get. we will be returning.","sadness","neutral"
"9","we have visited severalimes andhe food is authentic, service excellenand it's exceptionally clean andidy.","unknown","positive"
"10","stopped here with friends for brunch. hadheir version of eggs benedict, and whaa fantastic choice. beautifully presented. coffee was good, friend hadea and came ouin a quainlileea pot. when passinghrough givehis cafe a go.","joy","positive"
"11","greafriendly place with a real locals feel. stayedhe nighand ate andhe whole experience was lovely. the location is superb with views downhe estuary andohe hills. its very quiewith no noise. good value","joy","positive"
"12","greafood -ryhe raw fish - andhe pizza was also very good. good coffee and service prompand friendly.","joy","positive"
"13","the deck overlookshe river- even in july iwas greao siouwith a coffee and cake watchinghe river and bird life before visiting clendon house jus yards downhe road .","unknown","negative"
"14","weraveled downhe wescoason our way from pahia and foundhe boathouse arawene. the coffee was good andhe cakeo die for andhe view excellenoverlookighe ferry crossing. would definitely recommendhis as a coffee or lunch stophe food is and looks delicious","joy","positive"
"15","greaatmosphere, food and service. craig (the lovely owner) was super nice enougho swap a wine moreo our liking. the besplaceo visiin rawene!","joy","positive"
"16","we had a fantastic lunch of raw fish and baked flounder- absolutely fresh and perfectly cooked.horoughly enjoyed eating onhe deck overhe sea and watchinghe birds etche placeo eainhe hokianga","surprise","positive"
"17","so lovely eating scrambled eggs on a misty morning overlookinghe harbour. the old guy was very helpflelling us wherehe church was. the waitresses were a bislow onhe upake bugohere eventually.","unknown","positive"
"18","came here with myoddler, husband & his family. weriedhe flounder, dahl soup, raw fish salad, pizza, muffin and carrocake and all ofhe dishes were outstanding! especiallyhe flounder which was so fresh andasty. we saoutside onhe deck which was overlookinghe harbour and iis jusan amazing location and safe for ouroddler, who was happy playing withhe cafeoys. lovely owner & staff who were very aentive. thankshis was a memorable lunch,would recommend!","joy","positive"
"19","a greaplaceo grab a coffee, we didn'have any food builooked gorgeous. greaviews offhe back acrosshe water.","unknown","positive"
"20","we wenhrough rawene and wenohis lile café whilswaiting forhe ferry. we were looking for some breakfast, bucouldn'resishe look ofhe pizza sliceshey had on display. they were delicious! the flawhite coffee was also one ofhe besi've had in nz. i finished my (big) breakfaswithhe carrocake which looked greawhen on display inhe counter, bulooked even beer when served; decorated with fresh blueberries, and slices of other fruits.addohishe beautiful view ofhe hokianga harbour fromheerrace where you can relax and watchhe ferry you may be waiting for arrive.this place is definitely worth a visit. after going intohis café, you mighend up staying an extra hour andakinghe nexferry :)","unknown","positive"
"21","stopped in while catching ferryo other side.greafood & coffee however slightly overpriced.staff very friendly, nice location.","joy","positive"
"22","after  days of poor coffee everywhere else inhe hokiangahis place was a blessing! lovely spoliterally righoverhe water, nice lile crafshopohe side. pizza was greaoo.","sadness","positive"
"23","lovely seing inhe hokianga harbour and serves delicious food via friendly staff. well worth missinghe ferry acrosshe road for!!!","joy","positive"
"24","we hado waiforhe ferry so stopped here for a coffee and a snack and we hadhe bespizza outside of italy. if you love seafood geheir prawn and mussel pizza slice, its yum yum pigs bum good. the cafe has a good range of cooked brekkies, muffins, counter food etc and is in a grealocation. also has a fab wee gifand art/crafshop nexdoor. very chilled out, relaxing space and a nice wayo spendheime if you needo waiforhe car ferry.","joy","negative"
"25","stopped here during our northlandravel of nz. i had a dirty cup for coffee and staff novery friendly. food was average","joy","negative"
"26","restauranhas stunning views acrosshe harbouro enjoy sunsets. food was really very good for dinner, howeverhe only issue abreakfasishe is only oneoaster forhe entire dining room which causes queues, a secondoaster orhe oneshehafeedhe breadhrough a conveyor belwould be a greaaddition. would recommendhe hotel for dining","joy","positive"
"27","thanks so much forhe greahospitality, greastaff and amazing food! we had such a lovely stay when we cameo trek ahidden valley horses nearby!","surprise","positive"
"28","our room ahe copthorne certainly hadhe 'wow' factor, overlooking lawns with accessohe beach and harbour.lying onhe bed, drinking coffee, looking ahe huge waves ouasea and listeningohe sea was one ofhose memorableimes.the room was spacious, and had a lounge area with comfortable seating,he bed was very comfortable with quality linen.we had dinner inhe hotel restauranwhich wehoughwas reasonably priced and delicious, with excellenservice.if you are inhese parts would certainly recommend a couple of nights ahe copthorne.","anger","positive"
"29","i and a companion were staying locally andhe copthorne sena caro collecus, having bookedhe restaurant. superb service! the bar, restauranwere all of a high standard andhe beach seing outstanding. don'miss it.","anger","neutral"
"30","we were here for jusone night. the position ofhe hotel righonhe beach is fabulous. the rooms are a lile more basic buiis worth going forhe views. our meal was very good, breakfasaverage buiis a special place.","joy","positive"
"31","we were soaked from hikingo seehe bigrees and had worked up an appetite. the resoris nohafar from more dining options buwe didn'wano geback inhe car after driving all day. yedinner didn'aste like we seled. we enjoyed a pre-dinner cocktail inhe fun bar andhen relaxed over dinner.","joy","negative"
"32","onhe waterfronwith superb views facilities of ahree star hotel, limited wifi unless you pay for it,food was good looked after well byhe staff.","joy","neutral"
"33","the location was amazing. room looked ouon bay for a magnificensunset. dining room and grounds were beautiful. food was excellent. the upgraded room was horrible excepforhe view. carpewas worn, dirty and moldy. the room smelled like mold. no air conditioning. only wayo geair waso leave slider open with no security or privacy. spots onhe carpet. didn'geouof our clothes, don'hinkhe rooms in other hotels inhe area were much beer. free wifi inhe dining room bucharge in your room.","fear","neutral"
"34","we were actually looking for another placeo eawhen we stumbled acrosshis place and whaa lile gem. the staff were very friendly and you could seehe chef cookinghe food so you knew iwas fresh. the milkshakes were great, my wife really enjoyed her burger and mine was amazing, i hadhe phaboy, which was a larger burger with a loof meaand iwas delicious, probably one ofhe besburgers i had in my entire  days in nz, buiwas very filling even for me so i couldn⊙manage any ofhe chipshacame with it. i would definitely % eahere again and definitely % recommendhis place.","joy","positive"
"35","i am noan experon indian food bui certainly felour food was authentic... deep, rich, flavourfulastes... friendly, appreciative service with a smile... well priced. we ordered mild spice which was mild... bunobland in an respect. loved it.","joy","positive"
"36","i am noan experon indian food bui certainly felour food was authentic... deep, rich, flavourfulastes... friendly, appreciative service with a smile... well priced. we ordered mild spice which was mild... bunobland in an respect. loved it.","joy","positive"
"37","grealunch good service will be back again nexime in russellbuer chicken lunch meal greavalue for money","joy","positive"
"38","we had a large group of family and friends for dinner. greafood and service. would recommend for an authentic indian food experience.","unknown","positive"
"39","the restauranservesipical indian food and has a loof options. its hardo choose, everything seems amazing andhere are over  options.i hadhe lamb rogan josh, mediumo hot. unless you really like spicy food, go forhe mildo medium. anyway, iwas delicious! the paratha is also great, i recommend it.for deserwe hadhe gulab jamun: sweebunooo much, and lighalthough fried. everything was awesome. we orderderake away becausehe kids were already sleeping ahe hotel.","joy","positive"
