"","text","emotion","polarity"
"1","clean and spacious. easy accesso cape reinga and -mile beach. our innkeeper was knowledgeable and kind. howater quick. nice pool. grocery store a five minute drive. all sorts of restaurants nearby. a couple pharmacies. everything you need. would absolutely stay here again.","joy","positive"
"2","we stayed here forwo nights withhe kids. the hotel is pleasanbuhe owner/manager makes iamazing. she greets you, is super friendly, and provides loads of help.the rooms are like small apartments, nearly full kitchen, a bedroom, and plenty of bedso sleep on in an arrangemenhais comfortable.kitchen:he hotel provides fresh milk, a howater pot, all sorts of cooking and serving utensils and containers, a french press, and coffee,ea, and cocoao make. we usedhe refrigerator, hokele, press, andoaster. all worked well. i do noknow abouhe other appliances (stove, microwave), buhey appeared in working order.sleeping: we had a queen and awin in one room and awin with a fold ouclinch inhe living space.laundry:here is a washer and dryer as well as hanging lines. ask ahe officeo use facilities. modescharge. they have soap if needed.outside:here is plentyo do from kaitaia, budowntime ahe hotel is comfortable. there areables and chairs outsideo relax, arampoline forhe kiddos, a pool for all, and a spa. our kids had a blast.plenty of restaurants nearby, and you can gerecommendations and brochures ahe office. grocery nearby as well.","joy","positive"
"3","this motel is cheerfully by its proprietors and has a really nice seup on a major road inown - and it's a known pick-up location for cape reinga busours. ihas a nice spread-oufeel, making iseem likehere is plenty of space (whichhere is). each lile apartmenis seup with a placeo park your car up front. my apartmenhad a double sized bedroom, kitchenee, bathroom andoilet, with curtained french doorsohe previously-mentioned car-parking space. the kitchen was fully stocked with cutlery, crockery and cooking gear - you jusneedo supplyhe food. milk was provided byhe owner on arrival. cooked or continental breakfasts are availableo orderhe day before bui didn'partake inhaso i can'commenfurther. the site has a spa with a pool buagain i can'commenas i didn'usehis facility. the room itself was clean and plenty spacious. bathroom andoilewas also very clean. there was a fan and fan heater supplied, as well as iron and ironing board, extra pillows etc. for absolute full marks, iwould have been niceo have air conditioning as i came inhe summer and iis very hot, and alsohere could have been a hairdryer especially for ladies, buhareally is nitpicking. it's an excellenplaceo stay overall, and onehai would stay at...","joy","positive"
"4","this motel is a greafriendly placeo stay, its clean andidy with large rooms, its quieevenhough its onhe main road. this ishe secondimehai have stayed ahe loredo motel and i highly recommend it,","unknown","positive"
"5","we stayed here lasweekend for one night, lovely clean units, comfy beds, ihas all you need here. jenny is friendly and helpful. we didngeo usehe spa biof a rushed weekend. thanks jenny we will be staying again.","joy","positive"
"6","i ended up staying an extra nighafter a flighgocancelled andhis place made my stay really pleasant. electric blankets, extra largeea mugs andhe special face clothhahad ""make-up removal"" embroidered on iwerehings i really appreciated. oh and good wifi. ihinkhere mushave been some renovations given others earlier comments because ihoughhe bathrooms and furnishings in room  andhen room  were modern andhe bathrooms felnew. quieovernight. i had poached eggs and bacon in my room,hese wereasty and delivered aheime requested. jenny was very helpful. when i found oui was stranded forhe night, one phone call and iwas sorted. i can recommend.","joy","positive"
"7","stopped here for  days as parof ourripo  mile beach. a good stop where breakfasis served byhe lady host/owner who seemso do jusaboueverything else onhe site. room clean, facilities good.  yards from bus stop where we boardedhe beach bus. pool and spa very popular and well maintained. closeoown centre wherehe local subway is run by a single girl who also worked hard.","joy","positive"
"8","very friendly owner. quiemotel with plenty of parking.nice arrangementsrampoline, spa and swimming pool. clean andidy rooms and enough space for family.we enjoyed our xmas break. thanks for providing bbq.","joy","positive"
"9","was very glado find a place aam inhe morning, answeredhe phone call and opened up for us, after a long dayravelling. noo many places in kaitaia were open and we had very few optionso stop and rest. motel has allhe basics you would need. very spacious rooms. good for families. and very reasonably priced. would stay here again.","joy","neutral"
"10","good placeo stay in kaitaia. spacious rooms all aground level. very clean, helpful owners. there is a pool buwe did nouse it. usedhe bbq one nighwhich was clean. didhe  mile beach day ouwhich was good.","joy","positive"
"11","had a prey average stay forwo nights. the place was clean andhere was a loof space. the downsides where i foundhe sheets very rough and uncomfortable andhe showero have poor water pressure. after a day of sand surfing and find quad bikes onhe beach ijuswasn'cuing it. howeverhe location was good and reasonable price. would probably stayhere again if iwasn'forhe sheets.","joy","negative"
"12","really nice, comfortable and quieplaceo stay. we stayed for  nights and had uni which would accommodate upo  people, withhe separate bedroom featuring queen bed and single, plushe main room area which also had a single, with a double fold ousofa bed. forhewo us,his was very roomy indeed! seback fromhe roadway, within a well grassed, palmreed garden our uniwas lovely. there is a pool and spa area withinhe garden and while a bidated, is sparkling clean. in fache garden is well setup for families, with bbq,rampoline, swings and play area. the uniis well equipped for self-catering, andhere are laundry facilities. we backed onto a biof a rear garden area (wherehe drying lines are) which made ieven more quiet. approximately m uphe road is a very conveniensupermarkeo purchase supplies. aboua  minute walk into kaitaia itself if you needo. liked staying here, really clean,idy and nice. and a very nice owner, who broughus some ice cubes, and a free daily newspaper.","joy","positive"
"13","we stayed here for  nights. bed very comfortable and room very clean. equipmenetco.be ableo cook for ourselves with pack n save jusuphe road. grounds are kepreally well and although we did nousehemhere is a small swimming pool and a spa pool. nothing isoo muchrouble here. hand washed our laundry and ableo dry on clothes line ouback of laundry room bualso have washing machine and dryer if needed. ironing board in room and generally spacious . we had breakfas- delivered onime and portions ample. good value for money.","joy","positive"
"14","grealocation for our stay in kaitaia, with comfortable beds and a greabathroom. lovedhe pool, which we enjoyed both nights as istays open until , and was perfecfor cooling off after a long day ofravelling and sightseeing.","joy","neutral"
"15","don'be misled by a slightly dated exterior. the apartments are well equipped , with a very comfy bed and speedy wifi the lady i mewhen i checked in was extremely helpful and booked me in on aouro cape reingahe nexday , despite my arrival well after  pm theour was excellen, and was extremely good value. the loredo is well situated abouen or fifteen mins walk from food and drink inhe centre of kaitaia. a fascinating place , and a warmly recommended motel.","joy","positive"
"16","we booked for four adults (wo couples) and found our  bedroom apartmenhad a single bed and a double bed inhe bedroom. jusone single bed inhe lounge, no sofa bed. alsohe bedroom has an en suite,he only bathroom available, so we hado gohroughhereo gooheoileanight. we ended up dragginghe maress ofhe single bed intohe lounge and sleponhe floor. this should be mentioned onhe website or aheime of booking. otherwise reasonable buold fashioned and a biay, dirty carpeand plates lefwith food (egg) still on it. noa placeo come backo.","anger","negative"
"17","/the loredo in kaitaia is a cute motel and greavalue forhe money. clean, quiet, and comfy beds. there is a well equipped kitchenee, andhey give you a pitcher of fresh milko staryour day with. very nice personnel. good placeo stayhe night.","joy","positive"
"18","with a funeralo aend and flying up from christchurch we needed a placeo stay for four avery shornotice. we were in room  andhe owner had kindly seuphe placeo accommodatewo couples. walking distanceoown and a good hub for meeting family and friends.","joy","positive"
"19","we stayed here jusfor one nighon our way back from cape reinga. the room was a good size with a kitchen area and separate bedroom. there was a nice garden area ahe fronwhich made for a good view outside. everything inhe room was slightly frayed ahe edges and could have done with a refurb, especiallyhe furniture and bedcovers which were a washed ouyellow. the bathroom was ok and all rooms were clean. wasoo pricey a$ per nighfor whaiwas.","joy","negative"
"20","we stayed here forwo nights so we could dohe harrison's cape reingaour. the welcome was very friendly and we were showno our unibyhe lady owner. the motel is nomodern (bunor is kaitaia) buhe room was comfortable, spacious andhe breakfaswas good. free wifi and a newspaper included. no air-cond buhe portable fans keephe air moving inhe bedroom.","joy","positive"
"21","nothing wrong withhe motel clean andidy and fairly priced, could do with a biof updating(buso could all of kaitaia) owner was very nice. it's also a pickup poinforhe harrisons cape runner which is why we stayed here. would stay again","unknown","neutral"
"22","inhe dismal collection of s retro (and noin a good way)haishe kaitaia accommodation choice,he loredo is prey good. they have made a good job of updatinghe decor,he bed and bathroom was good andhe welcome is warm. nice big grassy lawn oufront. nocentral buan ok walk intoown andhere is a supermarkea couple of blocks inhe other direction.","joy","neutral"
"23","we had a fantastic stay here for  nights and would stay again no worries. caughhe harrison'sour busohe cape and down  mile beach. well worthherip. thankyou loredo you arehe best. and breakfaswas yummy.","surprise","neutral"
