"","text","emotion","polarity"
"1","this is all good for everyone. has a large menu of foodo dine in orakeaway. excellenservice and friendly staff. oh grab a big muffinhey're so good.","joy","positive"
"2","stopped here on our wayowardshe bay of islands. standard, well-made cafe food and very friendly service in a very handy location righbyhe highway. the garden area ahe back byhe stream is lovely during summer with ducks and other birds wandering alonghe stream.","joy","positive"
"3","we wenhere for breakfasone weekend andhere were quite a few people inhere already. our order came surprisingly fasandhe quality was really good and biggerhan we expected. if you are passing call in, you wonbe disappointed.","joy","negative"
"4","good food andhe selection is geing even beer! lovely seing! jusdonencouragehe ducks! coffee is great.. buremember,hey are only open until . which has caughus oua coupke ofimes!","joy","positive"
"5","a biof a dud really - lile morehan a placeo dumpourists while waiting forourso start. noworthakingheime ouo visiunless you'rehere for aour. i've beenwice - once around  years ago andhe gifshop was half decent, lots of interestinghingso look aand buy. unfortunately its completely changed andhere's nomucho see anymore and whaishere is lile morehan cheap, poorly madeat. i visitedhe cafe and hadhe mosdisgusting coffee - burnand undrinkable. the staff weren'allhainterestedo serve me and were chaingo each other whilsi wasryingo order. can'commenonhe food ashe coffee pume off.","anger","negative"
"6","righonhehe river front, heading north,ohe far far north, righonhe junction of sh and sh ishis wonderful cafe.before heading uphe cape or into kaitaia, stop and have a greacoffee, and a sandwich, pie or some lovely cake, all lovingly made freshhaday.prices are minimal, and very cheap. the staff are really nice, and so arehe locals, you may meet.do stop, siouhe back, onhe river, and enjoy a special parof new zealand.i never miss a chanceo visit, a plus ishe samurai sword shop acrosshe road. you will haveo googleo find oumore, buhey are real, and very special.","joy","positive"
"7","weno sunday brunch with my daughter and her boyfriend. the cafe is under new managemenand i loveo suppornew and local business. however, ifhe managemenwants returning customershey needo step uphe game.pros: big portions, option of inside or outside dining, good variety of food options. big kauri breaky good value for money.unusual:he cheese forhe wedges looked likeo had been melted on a grillhen place onop ofhe sour cream and wedges -his meansome ofhe cheese was crispy. the hollandaise sauce was differenwith mustard seeds. neither were bad exactly jusnowhai am useo.cons: the biggesissue washaall our meals came ouadifferenimes. there were  of us. nd meal ouabou minutes afterhe first, mine came ouabou minutes afterhe first. meanwhile anotherable (a couple)hacame in after us was servedogether (including eggs benedicwhich is whai had ordered).with regardsohe meals coming ouadifferenimes. the owner happeno be eating nearby and she wenohe kitcheno addresshis.i willry another visibecause new businesses needimeo sele in. hopefully, iwill have addressedhese issues.","joy","negative"
"8","a nice cafeo stop aif you wano seehe giankauri staircase or shop for prey nzhemed gifts inhe gifshop nexohe cafe. they have a good range of freshly made cabinefood as well as a menu you can order from. the wraps are delicious. the muffins we have purchased have been of a very oddexture and we did nolikehem very much. we have foundhahe food can be inconsistent, one dayhe wraps will be well filled and on another dayhey appear half empty buin sayinghat,hey are always nice. staff are helpful and friendly. lots ofableso choose from both inside and outside.","joy","positive"
"9","a souvenir shop combined with a café. food is decenenough bunothing special. the shop offers interesting and unusual items made from ancienkauris which were buried in swamps for some , years. there is a stunning staircase inhe middle ofhe shopaking youohe firsfloor. iis carved inside a onne section of a massive ancienkauri log...!!!! a mussee when passing awanui.","unknown","positive"
"10","kauri kingdom was amazinghe arhahas been used from buried fallenrees. service was good, greashopo buy souvenirs andheoilets are clean. the seup is very spacious and for a cafeo have a variety of services on offer iwas a greaexperience in one stop over. recommend ifravellingo cape reinga oro  mile beach or juspassinghrough, iwould be worth it.","joy","positive"
"11","would definitely recommend stopping elsewhere,he coffee, service and food waserrible.this ishe café nexohe kauri museum, would definitely nopayo go here","unknown","positive"
"12","amazing food!!!!! quickoake away evenhough were busy, good signhaa greaplace. interesting smallowno look around while order being made","joy","positive"
"13","we drive back late on fridays and often stop hereo gea good feed. favorites include onion baajhi, aloo gobi and prawns vindaloo. if you like ihoask for indian hoand you won'be disappointed. don'misshis if you are inhe area.","joy","neutral"
"14","i'm stewar& i dropped ino gea special coffee for a friend agym, nothing waso muchrouble. dÉcor wasasteful,hey made me feel welcome in manner, and showed interesin mehe person. service felquick norushed. toop ioff of course hillary loved her coffee. anybody can give a coffee bugiving a person warmth of welcome ishe nicesouch. congratulations donna.","joy","positive"
"15","visiting kaeoo see family we recently came across mad haers and musadmiin my opinionhe bescoffee i have had in nz,ohe poinof us commenting iwas like being back in melbourne, we now stop in here regularly on ourrips back for a cuppa, haven'riedhe food buhave heard greareports ouhis also.","anger","positive"
"16","a very pleasanlile shop with friendly staff good food and excellencoffee. the decore is unusual and very pleasant. well worth a stop off here. visihe dress shop nexdoor for some greaclothes aa reasonable cost.","joy","positive"
"17","a reallyrendy outdoor café, really smarand could easily be in ponsonby or grey lynn. we loved our breakfasts andhe huge poofeahey gave us. location byhe harbour is great.","joy","positive"
