"","text","emotion","polarity"
"1","it's a perfecplaceo stop onhe wayo cape reinga or  miles beach. the variety of kauri products is good enougho choose some ofhe best. the cafe inhe shop can be a good placeo have lunch before heading north.","joy","positive"
"2","usedo be a nice placeo stop and visiand have a coffee, unfortunately inow seemso be jusaourisrap for non-stop coach loads of visitors inhe summer. café service is rather messy and disorganisedo sayhe least, and unableo cope withhe numbers...","surprise","negative"
"3","this place is used byheour buses as a coffee stop onheir way north ando cleanhe coach onhe way back. there is a good selection of wooden crafitems on sale, buwhais worth a look ishe large wooden staircase crafted from a single ancienkauri stump. the café is ok bunothingo write home about.","joy","neutral"
"4","we wenhereo buy some kauri gifts for our overseas relatives. the place was packed andhere was no staff onhe gifcounter. there was a sign sayingo ringhe bell for service. the people ahe fronofhe queue ranghe bell and nothing happened. after a whilehey rang iagain and nothing happened. so i ranghe bell and a woman staff member ran across fromhe cafe, grabbedhe bell andhe sign, cursed ushen ran back again.we were shocked! lots of people around us witnessedhis and several came acrosso commenon such bad behaviour. one man came across and said he was a kiwi and he was shamed by whahe had jusseen and apologised on behalf of his fellow countrymen and assured ushahis was nonormal in new zealand.someone had beer goellhao whoever ownshis place. we could only see  staff members over ahe cafe counter andhere mushave been  busloads of people inhe place.if you are uphaway and seehe signs for the ancienkauri kingdom juskeep on driving you wonfind people as rude ashis anywhere else in northland.","sadness","negative"
"5","this is a local wood workshop with a cafe aached morehan aourisaraction. although iwas interestingo see a large wooden staircase crafted from a single ancienkauri stump and a few old images of gum diggers etc,here was lile elseo see. noa bad placeo stop for a coffee or an icecream onhe wayhrough budon'plan arip based onhis location. treahis as a cafe with an interesting staircase.","sadness","negative"
"6","stopped here as parofhe dune rider experience. was advisedo usehe spiral staircase cufrom an actual log. would nohave known iwashere withouguidance. awesome. someone was very gifted. was looking for one ofheir famous kaledoscopes, bualashey were made overseas with nz wood, and are no longer available.lovely pieces of aron show.","unknown","positive"
"7","an obligatoryour bus stop,he café and whaihaso offer is dated and uninspiring. the crafshowroom had some beautiful pieces in it, buwas overly large and noerribly well presented. staff were noobvious andhere was definitely no high pressure sales happening carved from an enormous kaurirunk,he staircase haso behe highlighof ancienkauri kingdom. iis quite magnificenand worth a stop juso see/climb it.","anger","positive"
"8","some ofhe woodwork inhis shop is really good. the coffee shop staff were really friendly andhe coffee was really nice.","joy","positive"
"9","we stopped here onhe wayo cape reinga. there is a good selection of handcrafted wooden furniture, art, crafts and gifts from ,o , year old swamp kauri wood. there is a mosunusual and interesting gianancienkauri staircase inhe ancienkauri kingdom showroom. strongly recommendo see and learn aboukaurirees inhe north island.","joy","neutral"
"10","well worth stopping for a look, andhe giancookies are fantastic also. i almosdidn'stop here. facilities are clean also.","surprise","positive"
