"","text","emotion","polarity"
"1","our firsresponseohis resor& our room was ?ä?wow?ä?....truly amazing! our room # was comfy & clean & perfecfor our  nighstay. we had a deck with a greaview ofhe bay...ocean &heown of kaiteriteri. our continental breakfaswas one ofhe besof our wholerip. the food was all fresh & natural & all so good. we didn?ä?eadinner inhe restauranbui heard from guests ahow good iwas. we usedhe spa inhe evening & also didhe glow worm hike one night. so coolo see allhe lile lights fromhese guys.","joy","positive"
"2","fantastic location, stunning views.the accommodation was nicely decorated and spotlessly clean. the resorhas greafacilities.we really wish we?ä?d booked for longer, i can?ä?recommendhe place enough.","surprise","positive"
"3","a lasminute find for a few dayso unwind and discoverhe golden sands of kaiterteri beforehe summer hoards invaded. this resoris perfectly located abovehe beach with greaviews. the rooms were very comfortable andhe lile balcony allowed uso sit, sip wine and reallyake inhe vista plus as a bonus really enjoyhe abundanbird life. the pools were lovely,he inside one was a very comfortableemperature. the houbs a real bonus after our hike back uphroughhe forest. the breakfaswas excellenas was our evening meal. wehoroughly enjoyed our vegetarian dinner ( iook a wee while buworthhe wait). all staff were very helpful","joy","positive"
"4","lasweekend i held andaughmy th yoga/mindfulness weekend retreaakimi ora eco resort. iwashe besone yeand everybody commented on how beautiful and amazing kimi ora is. i can highly recommend ias a venue for a conference, retreat, wedding or other. the service is friendly and outstanding,he rooms and villas are very nice, clean and modern. the aqua center with its swimming pools, indoor and outdoor spa pools and saunas is such a luxury and a greaaddition. i can highly recommend staying here or holding your special evenhere. it's only a shorwalk fromhe stunning kaiteriteri beach and has bush walks ayour back door. we will be back for many more yoga retreats inhis special place. jamila (turning poinclinic & coaching, nelson)","joy","positive"
"5","although we didn'utilisehe full facilities ofhe resort, we had a moswonderful, relaxing and ""juswhahe doctor ordered"" nighakimiora. the meal ahe restauranwas a+. a beautiful, peaceful, harmonious experience... bliss! we'll be back!","unknown","positive"
"6","whaa fantastic venue nestled inhe bush with views over kaiteriteri beach, generous sized rooms from where we enjoyed bush walks, spa, sauna, pools, and a massage, remote and quieyeonly a min walkohe beach","surprise","positive"
"7","we were very comfortable in a studio suite onhe hillside overlooking kaiteriteri. delicious wholefood breakfasbuffets were especially appreciated, and included inheariff. would recommend an evening glow wormrail excursion. would definitely return.","joy","positive"
"8","we had a nighonhe /th june and fromheime we arrived we felso relaxed. the room was juswonderful andhe spa onhe deck was jusa blessingo siinhanighwith a glass of bubbly overlookinghe lights ofhe bay. the staff were jusas pleasant..we had a horock massage now peoplehawas ouofhis world a muso enjoy any ofhe services available in ahe spa resort.breakfashe nexmorning was very nice a good spread of healthyreats.... we will be back.tony & leyarna","joy","positive"
"9","fantastic, wonderful accomodation. this place is clearly made for peopleo enjoy and relax. there are lots of niceouches in every area ofhe property, fromhe momenyou arrive. the staff are lovely and helpful -hanks susan. we have beenwice,he firsime forhe day andhe secondime we stayedhe night. the rooms are extremely well appointed, with underfloor heating and heapumps as well as stunning views ofhe bay, and also foreslife. the massage offer is also very good. there are lots of cool big and small walks, andhe beachline cafe also has greafood. we highly recommendhis placeo stay and would stay here again in a heartbeat.","joy","positive"
"10","we stayedwo nights here and iwas very nice. iwas a greaplaceo leave for an excursiono abel tasmanhe beaches of kaiteriteri were beautiful. nooo much going on inhe village buhere was a decencafe andhe wateraxi, kayak and bike rentals werehere. the resorwas clean and well cared for. the view fromhe room was great. they included breakfaswithhe room andhe staff was very accommodating","joy","positive"
"11","we had an amazingime akimi ora eco resort. excellenlocaton closeoown, and greaaccesso abel tasman. staff were lovely and helpful in booking activities for us. grounds ofhe resorhave gorgeous views andhe glow worm walk was unbelieveable. lovedhe restauranas well. would absolutely stay again!!","joy","positive"
"12","eco friendly resort, greaviews, friendly staff. outdoor and indoor pool with houb and sauna, family friendly. slightly dated rooms and amenities andhe family room we were in was quite small. however v clean and quite functional.","joy","positive"
"13","this is a fantastic place! i highly recommend staying here if you?ä?re looking for accommodation in kaiteriteri. the rooms are grea?ä? clean, new & spacious;here is a wonderful view with beautiful sunrises overhe water; breakfast, which is continental, has a range of choices ?ä? also with a nice view; andhe pool facilities & glow worms walk should nobe missed! nothing i would faul& would definitely stay again. it?ä?s jusa couple minutes?ä? drive intoheown where manyripso able tasman leave from.","joy","positive"
"14","a wonderful placeo stay ahe end of our greataste cycling trail. stunning views of kaiteriteri beach. a relaxing spa and superb dinner inhe evening. kimi ora eco resorstaff very friendly and helpful. would definitely stay again.","joy","positive"
