"","text","emotion","polarity"
"1","a greaplaceo have a picnic (which we did one beautiful january day). the park is well maintained and prey. the walkway path is marked well and its an easy walk aroundhe park, with lots of shade beneathherees. the size ofhe kauriree holes are quite impressive andhe humpys (haveo visio understand haha) are well done. we enjoyed our visivery much. such ambiance inhe lileheatreype room which playshe gumdigging video. nooverly impressed byhe large kauri log which you can walk up andouch. ilooks like ihas seen beer days and is noas impressive looking ashe dark and sorof polished log inhe photos. well worth a visihough.","joy","positive"
"2","this is an experience noo be missed if you are inhe far north. gumdiggers park has been very well seup and preserved for future generationso experincehe gumdigging days which inhe begining would have beenhe catalysof progress inhis area. i could nobuwonder howhese people would have survivedhe harsh environmenlealonehe effortshahese gumdiggers weno inheir queso etch oua living. mosofhe surrounding land was purchased fromhe crown byhese hardy people andoday iis ahriving community with many diverse activitiesaking placeoday. gumdiggers park is worth a visifor all ages.","unknown","positive"
"3","lovedhe park - exceeded my expectation! would recommend everyoneo visio appreciatehe nature, culture, and history. hopehe municipality will fix uphe gravel road!","anger","neutral"
"4","this isn'jusa atv ride onhe mosbeautiful beach you have ever seen. iis a magicalourhrough pristine forests with wild horses and convoluted sand dunes makinghisrip an atv rider's logistical dream.the owner and our guide malcolm, was a joy and pleasure. we consider him a friend after jusspendinghree hoursogether.we can'waifor a returnrip!","joy","positive"
"5","weravelled each way onhe ferry. iarrived and lefonime. coswas $ forhe car and $ per passenger each way. the deck manager was polite and pleasant. iwas a goodrip.","surprise","neutral"
"6","by doinghis shorcuusinghis ferry you can savehe distance upo  km whenravelling from opononi / omapereo kaitaia, and moreimeo spend on yourripso see more aractions. the hokianga river crossing from raweneo kohukohu onlyakes  minutes. small ferry buableo carry upo  standard cars, icos$ per car one way includinghe driver and $ for extra passengers. sionhe upper floor, relax and enjoyhe river scenery,hat's cool.","surprise","negative"
"7","the car ferry shules vehicles acrosshe water between rawene and hokanga. we paid $ for our campervan. the ferry may look small, buhe captain is an experafiing vehicles intohe mosspace efficienconfiguration. the ferry ride is  minutes and will save you  minutes driveime if you are making your way up and downhe kauri coast. we crossed from hokangao rawene. see photo for additional pricing and departureimes. the ferry leaves hokanga onhe hour and rawene onhe / hour. the fare wasotally worth nohavingo drivehe long wayhagoes aroundhe water.","unknown","negative"
"8","greaplaceo have a coffee and somethingo eaand watchhe world go by in a delightful sleepy village. good placeo waiforhe ferry.","joy","positive"
"9","had a lovelyimealkingo owner. bescoffee inhe northland. has greaviewo rawene ferry with all its comings and goings.","unknown","positive"
"10","nice palceo look ainteresting arwork. we saand had a smoothie each - my mango one was quite watery and noveryasty. they were shuing early, so fela lile rushedo leave.","unknown","positive"
"11","acrosshe streefromhe ferry,he owner of restauranis very kind and generous andhe food was delicious.","joy","positive"
"12","basic lile cafe in a smallown with an argallery. some interesting artwork bunothingo scream about. people are very friendly. aempo modernisehe premises buhey should've kephe heritage looko matchhe beautiful rimu? floors. smoked fish pies are yummy, coffee was jusaverage with a very generous serving of carrocake.","joy","positive"
"13","i visited no parnell again recently,hisimeo see a wonderful selection of aucklander dean buchanan's distinctive landscape paintings. no  parnell gallery hasaken over and refurbished a heritage building with a rather checkered recenpast. the resulhas been a greanew small gallery, which runs a programme of interesting exhibitions, manyhough noall with a hokianga flavour. this is a greaopportunityo seehe work of an artiswho doesn'often show inhe north - a greaexhibition","surprise","positive"
"14","feel privilegedo have hadhe guidealko us his knowledge and passion was outstanding. a loof history inhe house.","unknown","positive"
"15","good parking, easily found. paths well looked after with many placeso siand rest, enjoyhe vistas andake photos.","joy","positive"
"16","amazing views of hokianga bar and harbour. interesting history on display in car park. shorwalk downo beach","joy","positive"
"17","this is a place worthy of your consideration whenravelinghe wescoast. theree is huge and specialo see.","unknown","positive"
"18","we droveohe wesside ofhe islando seehe largerees. when we goohe place we found iblocked off becausehey were building a new walk. we were ableo go downhe road a couple of miles and saw several nicerees. beer checko see if it's open if you plan on makingherip.","joy","negative"
